"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"P25098","GRK2","2.79068","-0.017662"
"Q9Y3V2","RWDD3","4.96934","-0.0184228"
"Q6NXG1","ESRP1","3.69518","-0.0190529"
"P16435","POR","5.4822","-0.0190975"
"Q9BQE4","SELENOS","1.79475","-0.0194108"
"P18077","RPL35A","6.05699","-0.0195734"
"Q9UNQ2","DIMT1","2.03415","-0.0197628"
"P13569","CFTR","3.34899","-0.0200058"
"Q15369","ELOC","4.74022","-0.0200799"
"Q8IV36","HID1","2.38587","-0.0205977"
"Q9BRT6","LLPH","2.72921","-0.0206768"
"O43707","ACTN4","6.99177","-0.0210625"
"Q9Y2Z0","SUGT1","4.7414","-0.0212156"
"P23142","FBLN1","1.70452","-0.0212731"
"Q13045","FLII","3.23856","-0.0214"
"Q96KG9","SCYL1","2.76947","-0.0219897"
"O95292","VAPB","5.99216","-0.0221355"
"O95573","ACSL3","4.42965","-0.0225526"
"Q7Z417","NUFIP2","3.06321","-0.0228119"
"Q6ZTR5","CFAP47","3.68362","-0.0230775"
"Q9BV86","NTMT1","3.98614","-0.0235161"
"Q96A33","CCDC47","4.79529","-0.0239896"
"Q8TBP6","SLC25A40","1.17196","-0.024445"
"Q9BY89","KIAA1671","1.79739","-0.0252213"
"Q9Y3E7","CHMP3","3.19969","-0.0255499"
"Q6ZN84","CCDC81","4.86703","-0.0261646"
"P49720","PSMB3","4.81488","-0.0264522"
"Q8TEW8","PARD3B","2.51178","-0.0269016"
"Q13445","TMED1","3.89072","-0.0271194"
"P49674","CSNK1E","2.28832","-0.0272988"
"Q8TE67","EPS8L3","3.54771","-0.0277929"
"Q9UDY8","MALT1","1.67367","-0.0278447"
"Q9Y2P8","RCL1","3.14261","-0.0278492"
"O15294","OGT","3.41218","-0.0279963"
"Q96FV9","THOC1","3.21589","-0.0281384"
"Q9BRF8","CPPED1","1.76818","-0.0283278"
"P05141","SLC25A5","8.30636","-0.0283432"
"Q8NFH4","NUP37","3.94945","-0.0291641"
"Q9Y2T7","YBX2","1.04273","-0.0293011"
"Q9Y3A4","RRP7A","2.16637","-0.0293319"
"Q9NYY8","FASTKD2","2.27734","-0.0294192"
"P50395","GDI2","5.50394","-0.0297752"
"Q9H4A3","WNK1","3.34475","-0.0300888"
"Q96PU5","NEDD4L","2.04144","-0.0302344"
"P15104","GLUL","2.90555","-0.0304192"
"Q6P1M3","LLGL2","3.05016","-0.0305399"
"P35241","RDX","4.96397","-0.0307799"
"Q9ULX3","NOB1","3.54152","-0.0308001"
"Q8TAD8","SNIP1","2.34446","-0.0309156"
"Q96RN5","MED15","2.5854","-0.0310769"
"Q7Z2K8","GPRIN1","2.50804","-0.0311017"
"O75477","ERLIN1","3.64837","-0.0314604"
"P41594","GRM5","2.43047","-0.0319109"
"Q9P0P0","RNF181","3.49226","-0.0319402"
"Q7Z4H8","POGLUT3","3.14923","-0.0320496"
"O75844","ZMPSTE24","4.39001","-0.0323921"
"Q9UMY4","SNX12","4.24368","-0.0337632"
"Q9P2I0","CPSF2","3.81293","-0.034128"
"Q13885","TUBB2A","2.92581","-0.0341709"
"P08754","GNAI3","4.73427","-0.034311"
"Q9NRP0","OSTC","3.39111","-0.0345793"
"O75674","TOM1L1","2.68671","-0.0352851"
"Q9UJS0","SLC25A13","4.50704","-0.0356101"
"O15347","HMGB3","5.74619","-0.0364251"
"P00403","MT-CO2","6.54264","-0.0364303"
"Q6UW78","UQCC3","2.92633","-0.0367138"
"Q9BRP1","PDCD2L","2.7316","-0.0373252"
"Q9Y2T2","AP3M1","1.99411","-0.0378867"
"Q15904","ATP6AP1","4.26275","-0.0380399"
"Q8NHH9","ATL2","3.49356","-0.0382059"
"Q14974","KPNB1","7.87397","-0.0384882"
"Q02880","TOP2B","4.54658","-0.0385634"
"Q9Y3D0","CIAO2B","3.66132","-0.0386408"
"Q5T6V5","C9orf64","2.43298","-0.0386792"
"P36405","ARL3","4.01149","-0.0387911"
"P28074","PSMB5","4.26521","-0.0388045"
"Q9BUJ2","HNRNPUL1","5.10198","-0.0389129"
"Q92995","USP13","2.83702","-0.0392944"
"Q9UQB8","BAIAP2","3.75024","-0.0394747"
"O75575","CRCP","1.55346","-0.041233"
"P48681","NES","4.41678","-0.0416194"
"P56537","EIF6","7.45391","-0.0417957"
"Q10469","MGAT2","2.3527","-0.0418177"
"Q9UMS4","PRPF19","7.09608","-0.0435525"
"Q8N2K0","ABHD12","3.70046","-0.0438026"
"P08254","MMP3","5.46582","-0.0440834"
"Q14964","RAB39A","2.15442","-0.0442553"
"Q86VS8","HOOK3","2.38282","-0.0445663"
"P20823","HNF1A","2.9194","-0.0450367"
"O15541","RNF113A","2.48705","-0.0450785"
"P78346","RPP30","2.26555","-0.0456669"
"Q9BVG9","PTDSS2","2.55514","-0.0470541"
"P82914","MRPS15","3.34386","-0.0486465"
"P25325","MPST","4.7113","-0.0500825"
"P04075","ALDOA","8.71839","-0.0503447"
"Q9NWV4","CZIB","3.65753","-0.0507821"
"Q8WUM0","NUP133","4.26262","-0.0510201"
"Q8NBL1","POGLUT1","2.54001","-0.0510916"
"O95602","POLR1A","2.93067","-0.0514345"
"Q02505","MUC3A","3.45968","-0.051979"
"Q13402","MYO7A","2.79579","-0.0522276"
"P31942","HNRNPH3","6.85307","-0.0523018"
"Q9NQZ2","UTP3","4.05141","-0.0523379"
"O60499","STX10","1.67368","-0.0536288"
"P52948","NUP98","4.5725","-0.0539715"
"Q8WVM0","TFB1M","2.44428","-0.0541036"
"P50148","GNAQ","3.21588","-0.0541055"
"Q15233","NONO","7.3081","-0.0546025"
"P54868","HMGCS2","3.74728","-0.0557332"
"A8K5M9","C15orf62","3.32822","-0.0559405"
"Q9Y2D5","AKAP2","4.32407","-0.0561073"
"Q8NB37","GATD1","1.86825","-0.0568136"
"Q9BSJ2","TUBGCP2","2.31469","-0.0575008"
"O43708","GSTZ1","1.68454","-0.0576396"
"Q92841","DDX17","6.58773","-0.0580224"
"O95696","BRD1","2.09172","-0.0581868"
"Q9H2P0","ADNP","4.24387","-0.0590711"
"P09972","ALDOC","5.88805","-0.0592969"
"Q96SZ5","ADO","1.7041","-0.0592971"
"Q8TDZ2","MICAL1","2.69928","-0.0593432"
"Q13488","TCIRG1","2.5062","-0.0593502"
"Q9H4M7","PLEKHA4","5.33117","-0.0595069"
"Q92530","PSMF1","3.05345","-0.0602016"
"Q9NVD7","PARVA","2.93196","-0.0604005"
"P28066","PSMA5","6.20957","-0.0605268"
"P47813","EIF1AX","1.809","-0.0605928"
"Q8WX92","NELFB","1.58439","-0.0611448"
"Q8NBT2","SPC24","2.63832","-0.0612159"
"P25311","AZGP1","3.27661","-0.0616398"
"Q15906","VPS72","3.16194","-0.0628349"
"Q8IX01","SUGP2","3.22186","-0.0629472"
"P13010","XRCC5","7.52491","-0.0631648"
"P14174","MIF","9.97049","-0.0632253"
"Q15287","RNPS1","4.02637","-0.0634849"
"Q9H019","MTFR1L","2.8172","-0.0635855"
"Q92609","TBC1D5","1.96058","-0.0636578"
"Q9Y6V7","DDX49","1.16286","-0.0646898"
"Q02388","COL7A1","2.30547","-0.065401"
"Q658Y4","FAM91A1","2.16797","-0.0657896"
"P30990","NTS","3.13107","-0.0659531"
"P51665","PSMD7","4.74864","-0.0660632"
"Q8IWZ3","ANKHD1","2.38422","-0.0664257"
"Q96A57","TMEM230","3.97195","-0.0666546"
"Q969V5","MUL1","1.8973","-0.0678165"
"P52888","THOP1","4.14613","-0.0678254"
"Q9Y3C5","RNF11","1.51871","-0.0691704"
"Q9Y512","SAMM50","3.96589","-0.0702753"
"Q14147","DHX34","0.697965","-0.0707579"
"Q8WUR7","C15orf40","2.47296","-0.0708626"
"Q15155","NOMO1","0.785225","-0.0709112"
"O14777","NDC80","2.56409","-0.0709411"
"Q13503","MED21","1.68209","-0.0715715"
"Q9BTW9","TBCD","2.23051","-0.0716131"
"O95630","STAMBP","2.87955","-0.0718655"
"Q5VUA4","ZNF318","1.74236","-0.0719713"
"Q8NC60","NOA1","2.98081","-0.0723771"
"Q13257","MAD2L1","3.37655","-0.0723983"
"Q9NQT5","EXOSC3","2.58532","-0.0730742"
"P20336","RAB3A","0.809572","-0.0736125"
"Q7Z739","YTHDF3","3.09638","-0.0737166"
"Q8TCG2","PI4K2B","1.22212","-0.0738073"
"P41250","GARS1","5.89417","-0.0738902"
"P62701","RPS4X","7.72298","-0.0743073"
"Q8IWE2","FAM114A1","3.12711","-0.0749944"
"Q8N1G2","CMTR1","2.65751","-0.075469"
"P45985","MAP2K4","2.11744","-0.0755074"
"Q49B96","COX19","2.94991","-0.0755774"
"Q15018","ABRAXAS2","1.97663","-0.0756712"
"Q9H3K2","GHITM","2.83082","-0.0760405"
"Q12906","ILF3","7.80135","-0.0770931"
"Q9Y6W5","WASF2","4.02736","-0.0772704"
"P62136","PPP1CA","5.17695","-0.0780173"
"Q9Y4J8","DTNA","1.07757","-0.0797071"
"Q9P289","STK26","2.97984","-0.0799068"
"P46060","RANGAP1","5.58339","-0.0800303"
"Q8TEU8","WFIKKN2","3.07613","-0.0802099"
"P30044","PRDX5","7.24095","-0.0802814"
"Q9NPL8","TIMMDC1","2.94874","-0.080401"
"P08621","SNRNP70","7.50877","-0.080878"
"Q9H8W4","PLEKHF2","2.61377","-0.080984"
"Q9NZB8","MOCS1","2.34244","-0.0813682"
"Q9UJ14","GGT7","1.78648","-0.0814243"
"P33240","CSTF2","5.45551","-0.0819879"
"Q15751","HERC1","5.08208","-0.082948"
"Q96HN2","AHCYL2","1.63375","-0.0834968"
"O00231","PSMD11","6.01696","-0.0835567"
"Q68D85","NCR3LG1","0.951032","-0.0835659"
"Q8IUW5","RELL1","3.18456","-0.0839274"
"P36551","CPOX","4.30309","-0.0845754"
"Q7Z3U7","MON2","3.03485","-0.0847943"
"Q9Y4G2","PLEKHM1","1.32195","-0.0854538"
"O15155","BET1","3.03243","-0.0856198"
"Q99543","DNAJC2","3.90393","-0.0859601"
"P78417","GSTO1","5.64188","-0.0874567"
"O00273","DFFA","3.6063","-0.0875026"
"Q7L014","DDX46","5.533","-0.0876923"
"P61026","RAB10","7.02905","-0.0883586"
"O00764","PDXK","3.53569","-0.0887555"
"Q8N271","PROM2","2.78174","-0.0888894"
"O94979","SEC31A","5.07643","-0.0893569"
"P49815","TSC2","3.16411","-0.0894183"
"O95400","CD2BP2","4.09134","-0.0894354"
"P29144","TPP2","3.95604","-0.0922011"
"Q9Y3E0","GOLT1B","1.71511","-0.0926242"
"P13995","MTHFD2","6.05479","-0.0927835"
"Q8WXE0","CASKIN2","1.4365","-0.0930532"
"Q15286","RAB35","4.1077","-0.0938335"
"P10412","H1-4","2.25777","-0.0939427"
"O95376","ARIH2","1.61525","-0.0940808"
"Q96T37","RBM15","4.06268","-0.0951279"
"Q68CQ7","GLT8D1","2.20408","-0.095489"
"P07108","DBI","4.71348","-0.0955337"
"Q4G0N4","NADK2","3.37102","-0.0958369"
"Q99460","PSMD1","4.73883","-0.0962091"
"Q6WKZ4","RAB11FIP1","3.07577","-0.0962301"
"Q9H0N5","PCBD2","2.72859","-0.0979428"
"Q8IWB9","TEX2","4.1933","-0.098028"
"Q9UBT2","UBA2","4.986","-0.0982069"
"Q8IY81","FTSJ3","5.46333","-0.099246"
"Q9BYZ2","LDHAL6B","4.25583","-0.0994118"
"P08236","GUSB","2.62882","-0.0997416"
"Q9UHV7","MED13","1.84963","-0.0998026"
"O15270","SPTLC2","3.16657","-0.100453"
"O95825","CRYZL1","1.81131","-0.100585"
"Q9Y376","CAB39","2.68782","-0.10151"
"Q9NVA1","UQCC1","2.29537","-0.102222"
"O95857","TSPAN13","2.54921","-0.102709"
"Q15628","TRADD","1.38733","-0.103379"
"O60493","SNX3","4.95994","-0.104857"
"Q12824","SMARCB1","4.15758","-0.104954"
"Q8N3X1","FNBP4","2.45244","-0.105094"
"Q86UK5","EVC2","3.02109","-0.105487"
"Q9BT67","NDFIP1","2.1119","-0.105509"
"O00194","RAB27B","3.4698","-0.10599"
"Q6YP21","KYAT3","2.49545","-0.106219"
"O95391","SLU7","1.03723","-0.106929"
"Q9NPE2","NGRN","1.53208","-0.10749"
"Q92903","CDS1","3.2527","-0.10832"
"P18206","VCL","5.8829","-0.10833"
"O95833","CLIC3","3.09592","-0.10854"
"Q8N8A6","DDX51","2.97972","-0.108696"
"O00487","PSMD14","5.43402","-0.108702"
"Q15084","PDIA6","8.6949","-0.108886"
"Q9UHA3","RSL24D1","2.41566","-0.108931"
"Q15555","MAPRE2","2.82329","-0.110508"
"Q9UHY1","NRBP1","2.49165","-0.11064"
"Q9UBI6","GNG12","6.84786","-0.112989"
"P31949","S100A11","7.93767","-0.113055"
"Q96ME7","ZNF512","3.1038","-0.113888"
"Q13625","TP53BP2","0.85165","-0.114475"
"O75882","ATRN","3.12465","-0.114734"
"Q13131","PRKAA1","3.20885","-0.114738"
"Q9ULW0","TPX2","4.04379","-0.115698"
"P30154","PPP2R1B","2.08824","-0.116919"
"P31948","STIP1","7.29391","-0.117698"
"P05109","S100A8","2.87877","-0.117967"
"Q9NUQ6","SPATS2L","3.41479","-0.118654"
"Q9UNM6","PSMD13","5.38798","-0.118753"
"Q9BPY3","FAM118B","3.1946","-0.118907"
"Q969W8","ZNF566","4.52994","-0.119262"
"O95793","STAU1","5.02388","-0.120087"
"Q01469","FABP5","5.80733","-0.120808"
"Q13439","GOLGA4","3.16306","-0.12107"
"Q14139","UBE4A","2.4696","-0.121307"
"Q9Y617","PSAT1","4.48961","-0.121418"
"Q9BQI0","AIF1L","1.91459","-0.121681"
"O95478","NSA2","2.80227","-0.121946"
"Q96G03","PGM2","3.2584","-0.122478"
"Q5JSZ5","PRRC2B","2.31119","-0.122856"
"Q99615","DNAJC7","4.58565","-0.123321"
"Q9GZN6","SLC6A16","2.75606","-0.123489"
"P06493","CDK1","4.09641","-0.123754"
"Q15475","SIX1","2.55028","-0.12391"
"Q8TB52","FBXO30","2.8616","-0.12414"
"Q5VWZ2","LYPLAL1","2.44647","-0.124374"
"Q9Y421","FAM32A","2.56816","-0.124598"
"P52298","NCBP2","3.22558","-0.125185"
"O75643","SNRNP200","5.80332","-0.125901"
"Q9Y2Q3","GSTK1","4.23265","-0.126198"
"P49459","UBE2A","2.94574","-0.126238"
"Q96QD8","SLC38A2","1.92599","-0.126468"
"Q7Z3B4","NUP54","4.07621","-0.126564"
"O00257","CBX4","-0.105869","-0.126738"
"O75822","EIF3J","4.27446","-0.12772"
"O60841","EIF5B","4.46099","-0.128545"
"O43505","B4GAT1","1.39043","-0.128597"
"Q5T5Y3","CAMSAP1","0.96648","-0.129478"
"Q9UKN7","MYO15A","3.04648","-0.129924"
"Q5TBB1","RNASEH2B","2.63829","-0.129974"
"P45877","PPIC","4.22558","-0.130267"
"Q9H9E3","COG4","2.14824","-0.130518"
"P61024","CKS1B","2.23887","-0.130565"
"Q9H173","SIL1","2.92222","-0.131801"
"Q92581","SLC9A6","0.619679","-0.132106"
"O60725","ICMT","1.00417","-0.132417"
"P18085","ARF4","4.27627","-0.132611"
"P49069","CAMLG","2.75098","-0.13263"
"P78318","IGBP1","3.10522","-0.133072"
"P01023","A2M","2.38474","-0.13352"
"Q86WQ0","NR2C2AP","1.81176","-0.133902"
"Q7L8L6","FASTKD5","2.91574","-0.134071"
"O14787","TNPO2","2.2211","-0.134374"
"Q15853","USF2","0.857108","-0.134512"
"Q9P0L0","VAPA","7.30745","-0.135065"
"Q8WXU2","DNAAF4","1.53663","-0.135466"
"Q9BVA0","KATNB1","0.730548","-0.135796"
"Q7Z3C6","ATG9A","2.54359","-0.135973"
"P26358","DNMT1","3.85629","-0.135993"
"O43159","RRP8","3.04818","-0.13616"
"Q13685","AAMP","2.67095","-0.137496"
"O00244","ATOX1","3.18854","-0.137527"
"Q13126","MTAP","3.86371","-0.137536"
"P22570","FDXR","4.83301","-0.1378"
"P52756","RBM5","2.14456","-0.137861"
"P51149","RAB7A","7.69226","-0.138023"
"Q9Y2S6","TMA7","1.94881","-0.138207"
"Q9Y5Y5","PEX16","1.93311","-0.139231"
"Q13415","ORC1","1.43319","-0.139349"
"Q2TBA0","KLHL40","2.67473","-0.13949"
"O14639","ABLIM1","3.20613","-0.140257"
"Q9NQ39","RPS10P5","2.43028","-0.140594"
"O75506","HSBP1","1.85267","-0.14068"
"Q9HB40","SCPEP1","3.52391","-0.141411"
"P55786","NPEPPS","4.37804","-0.142257"
"Q96EA4","SPDL1","2.84756","-0.142469"
"Q8IYB3","SRRM1","4.55061","-0.142504"
"Q71F23","CENPU","1.23539","-0.14277"
"Q9H9J4","USP42","1.37727","-0.142851"
"Q16629","SRSF7","8.265","-0.143011"
"Q8TF74","WIPF2","2.20854","-0.143675"
"Q6UX04","CWC27","2.38132","-0.143686"
"Q9H1B7","IRF2BPL","3.26605","-0.143688"
"P62280","RPS11","6.19656","-0.144132"
"O95197","RTN3","4.05175","-0.144192"
"Q14558","PRPSAP1","2.3092","-0.144534"
"P20648","ATP4A","3.48833","-0.14537"
"Q14571","ITPR2","1.38725","-0.145779"
"Q8TDN6","BRIX1","5.29762","-0.146"
"Q9BTA9","WAC","2.90735","-0.146617"
"Q9HD47","RANGRF","2.07844","-0.147391"
"Q12788","TBL3","3.9405","-0.147714"
"Q9H4Z3","PCIF1","1.93248","-0.147893"
"Q9NQ94","A1CF","2.09042","-0.147973"
"P57088","TMEM33","2.9124","-0.148494"
"Q05682","CALD1","4.31801","-0.148647"
"P82921","MRPS21","1.21978","-0.148878"
"Q96DH6","MSI2","3.16964","-0.149183"
"Q99584","S100A13","4.21255","-0.150587"
"Q96CW5","TUBGCP3","1.59005","-0.150653"
"P31350","RRM2","3.11433","-0.151697"
"P35749","MYH11","4.65832","-0.152143"
"O15144","ARPC2","5.28846","-0.152427"
"Q6PID6","TTC33","1.3637","-0.152577"
"P25208","NFYB","2.85724","-0.153182"
"P85037","FOXK1","4.0945","-0.153343"
"Q14353","GAMT","1.91812","-0.153359"
"Q8NC56","LEMD2","4.36643","-0.153458"
"P60891","PRPS1","3.00576","-0.154353"
"Q8IV50","LYSMD2","2.62054","-0.154354"
"Q86U42","PABPN1","6.91911","-0.154428"
"Q8WUH1","CHURC1","1.58264","-0.154712"
"P17152","TMEM11","3.09184","-0.155474"
"P30626","SRI","5.57692","-0.155538"
"Q9NWB6","ARGLU1","5.19575","-0.15565"
"P60228","EIF3E","4.22579","-0.155839"
"P62314","SNRPD1","6.42087","-0.156229"
"Q96EV2","RBM33","2.69296","-0.156914"
"P12821","ACE","2.48565","-0.156932"
"Q13206","DDX10","3.13841","-0.15705"
"Q9NU22","MDN1","2.23426","-0.157497"
"P56199","ITGA1","3.00547","-0.157531"
"O60502","OGA","2.99858","-0.157778"
"Q12874","SF3A3","5.55849","-0.158679"
"Q8N1S5","SLC39A11","2.09735","-0.159395"
"P43490","NAMPT","4.92183","-0.159775"
"Q92747","ARPC1A","4.30403","-0.160432"
"P49840","GSK3A","1.54765","-0.160601"
"Q9NVH2","INTS7","4.20192","-0.160846"
"Q5T200","ZC3H13","2.89385","-0.161212"
"Q14554","PDIA5","3.44701","-0.161296"
"Q96IV0","NGLY1","2.23356","-0.161988"
"O43390","HNRNPR","7.39729","-0.162595"
"P42566","EPS15","2.39227","-0.163859"
"Q9NVC6","MED17","1.57208","-0.164022"
"Q13200","PSMD2","4.78494","-0.164077"
"Q01814","ATP2B2","4.12755","-0.164181"
"P25685","DNAJB1","4.64693","-0.164284"
"Q92925","SMARCD2","3.33613","-0.164367"
"Q9GZN1","ACTR6","1.8006","-0.165465"
"Q969E2","SCAMP4","2.63128","-0.166116"
"Q6DD87","ZNF787","2.26844","-0.166818"
"Q16880","UGT8","1.32583","-0.166844"
"Q6NUK4","REEP3","1.07417","-0.167219"
"O95163","ELP1","2.35981","-0.167363"
"Q13404","UBE2V1","4.74263","-0.167591"
"P02765","AHSG","2.96798","-0.168473"
"Q9BRR6","ADPGK","3.01236","-0.168537"
"P49790","NUP153","4.99404","-0.168937"
"Q9P2T1","GMPR2","2.20629","-0.169361"
"O14832","PHYH","2.58623","-0.169638"
"Q9NXN4","GDAP2","1.36605","-0.170044"
"Q5ZPR3","CD276","3.82962","-0.170369"
"O60331","PIP5K1C","2.91885","-0.170997"
"P60033","CD81","2.53435","-0.171099"
"Q5HYJ3","FAM76B","1.21365","-0.172504"
"P17936","IGFBP3","3.965","-0.172513"
"Q9NVX2","NLE1","3.13645","-0.172552"
"P09960","LTA4H","4.26474","-0.172823"
"Q96N66","MBOAT7","3.39829","-0.173246"
"Q9H4A5","GOLPH3L","1.27925","-0.173552"
"P14550","AKR1A1","4.4524","-0.174125"
"O43395","PRPF3","5.02105","-0.174646"
"Q8NBS9","TXNDC5","7.15906","-0.175035"
"Q9H813","PACC1","2.00906","-0.175321"
"Q9Y3Q0","NAALAD2","4.56361","-0.175434"
"Q15771","RAB30","1.90076","-0.175472"
"Q9NXS2","QPCTL","1.88153","-0.17552"
"Q53HC9","EIPR1","2.57518","-0.176242"
"O95164","UBL3","1.36603","-0.176967"
"Q9H8P0","SRD5A3","0.409288","-0.177133"
"Q14671","PUM1","2.80908","-0.177467"
"P09327","VIL1","3.91539","-0.178015"
"Q9H7F0","ATP13A3","2.49636","-0.178923"
"P51398","DAP3","3.3493","-0.178945"
"P10644","PRKAR1A","4.1175","-0.179546"
"Q9H061","TMEM126A","2.43223","-0.179647"
"Q5UCC4","EMC10","2.98472","-0.180287"
"P14416","DRD2","1.17922","-0.180322"
"Q99956","DUSP9","1.13397","-0.180725"
"Q9H0V9","LMAN2L","2.17133","-0.180793"
"Q9Y5T5","USP16","1.39128","-0.180901"
"Q14203","DCTN1","3.73456","-0.182031"
"Q9Y262","EIF3L","4.44112","-0.182378"
"O75083","WDR1","6.54557","-0.182858"
"Q9C005","DPY30","6.08902","-0.182984"
"O60826","CCDC22","2.67552","-0.183482"
"Q15334","LLGL1","2.20458","-0.184771"
"O14980","XPO1","4.54562","-0.184829"
"Q9UQ13","SHOC2","1.44004","-0.184957"
"Q6ZN18","AEBP2","1.45331","-0.185053"
"O15371","EIF3D","3.99924","-0.185162"
"Q15717","ELAVL1","7.74646","-0.185491"
"Q13952","NFYC","4.03051","-0.185526"
"Q9UIB8","CD84","1.91329","-0.185589"
"P13716","ALAD","2.16042","-0.185813"
"Q9Y3Z3","SAMHD1","3.21075","-0.186058"
"Q9BRX8","PRXL2A","2.8318","-0.186938"
"Q9NZ72","STMN3","2.05449","-0.186993"
"Q9HBH0","RHOF","2.29188","-0.187216"
"Q9BXB7","SPATA16","1.63399","-0.187388"
"P28799","GRN","1.9133","-0.187914"
"Q9NV56","MRGBP","4.10061","-0.188082"
"P49407","ARRB1","2.05569","-0.188783"
"Q8NCN5","PDPR","2.58049","-0.189339"
"O14908","GIPC1","3.44009","-0.191155"
"Q9HCK8","CHD8","2.56562","-0.191584"
"Q9HAB8","PPCS","3.10392","-0.19161"
"Q8IYJ3","SYTL1","2.43851","-0.192323"
"O43286","B4GALT5","2.24838","-0.192636"
"Q8NEJ9","NGDN","3.51405","-0.192933"
"Q96GM8","TOE1","1.79557","-0.192958"
"A4FU01","MTMR11","4.20424","-0.193041"
"Q9UDY2","TJP2","3.6806","-0.193676"
"Q12899","TRIM26","1.43109","-0.194108"
"O75909","CCNK","2.26563","-0.194618"
"Q15172","PPP2R5A","1.45919","-0.195106"
"P57076","CFAP298","1.87604","-0.195902"
"Q9BW61","DDA1","1.22903","-0.197595"
"P53999","SUB1","5.76127","-0.197904"
"Q9NRX5","SERINC1","1.26916","-0.198374"
"Q9UL54","TAOK2","0.605132","-0.198412"
"P25391","LAMA1","4.02628","-0.198565"
"Q96JJ7","TMX3","4.60556","-0.199249"
"P42677","RPS27","4.5462","-0.200074"
"P54136","RARS1","5.45938","-0.20048"
"Q53F19","NCBP3","3.33314","-0.200646"
"Q13835","PKP1","3.66147","-0.201523"
"P53041","PPP5C","3.4512","-0.201551"
"O75955","FLOT1","5.00793","-0.201955"
"Q14764","MVP","4.83475","-0.202559"
"Q9NV88","INTS9","1.19106","-0.20313"
"Q9UPN7","PPP6R1","3.24477","-0.203434"
"Q9H4K7","MTG2","1.37946","-0.203773"
"Q8IXT5","RBM12B","3.75738","-0.204385"
"Q07157","TJP1","4.4542","-0.204538"
"Q96SW2","CRBN","4.07524","-0.204974"
"Q03164","KMT2A","2.26169","-0.205065"
"Q8NEZ5","FBXO22","2.3056","-0.206194"
"Q9HB21","PLEKHA1","2.10001","-0.20675"
"Q8WU90","ZC3H15","4.41634","-0.207028"
"Q9NQG6","MIEF1","2.81414","-0.20889"
"Q9UBQ0","VPS29","3.90813","-0.209867"
"P25786","PSMA1","7.30412","-0.209879"
"P29401","TKT","7.43037","-0.211114"
"Q38SD2","LRRK1","4.21751","-0.211629"
"O15111","CHUK","0.833753","-0.212458"
"Q9GZN8","C20orf27","3.65736","-0.212885"
"P42574","CASP3","3.61844","-0.213958"
"Q9UBM7","DHCR7","3.66455","-0.213983"
"P39687","ANP32A","6.3512","-0.214189"
"Q9Y2Y1","POLR3K","2.54953","-0.214913"
"P34896","SHMT1","2.8778","-0.215938"
"Q9NX58","LYAR","4.44293","-0.216373"
"Q14166","TTLL12","3.80848","-0.217025"
"Q14997","PSME4","2.00708","-0.217166"
"O95232","LUC7L3","4.13759","-0.219117"
"Q99436","PSMB7","5.27782","-0.219612"
"P35659","DEK","5.88305","-0.219627"
"Q9H8H2","DDX31","1.47148","-0.220425"
"P36959","GMPR","2.05726","-0.220699"
"Q6ZRS2","SRCAP","2.7912","-0.221887"
"P98170","XIAP","1.52988","-0.222075"
"Q15393","SF3B3","6.05949","-0.2222"
"Q15532","SS18","3.17895","-0.223252"
"P53582","METAP1","3.89472","-0.223635"
"Q6UXN9","WDR82","4.03855","-0.224416"
"P02751","FN1","4.27814","-0.224791"
"Q9Y2K7","KDM2A","3.29442","-0.226303"
"Q9ULA0","DNPEP","2.72758","-0.226375"
"P68402","PAFAH1B2","6.06171","-0.226443"
"Q9NZM1","MYOF","5.27074","-0.227002"
"O60341","KDM1A","3.69781","-0.229234"
"O00592","PODXL","4.02077","-0.22976"
"Q14195","DPYSL3","4.38503","-0.230528"
"Q9NUM4","TMEM106B","2.10941","-0.231191"
"Q96BZ8","LENG1","2.33152","-0.231306"
"Q9H8G2","CAAP1","2.56339","-0.232145"
"P17612","PRKACA","2.11068","-0.232633"
"Q12929","EPS8","2.56787","-0.232863"
"Q9NZQ3","NCKIPSD","2.46681","-0.23315"
"Q6DKI1","RPL7L1","3.58469","-0.233353"
"O95084","PRSS23","1.00535","-0.233616"
"Q96S90","LYSMD1","1.86351","-0.233728"
"Q9NXE4","SMPD4","2.2203","-0.233821"
"P54652","HSPA2","4.33922","-0.233926"
"Q9H814","PHAX","2.26779","-0.234003"
"Q96SZ6","CDK5RAP1","0.545134","-0.234083"
"P23246","SFPQ","8.3481","-0.234098"
"P53801","PTTG1IP","3.18338","-0.235847"
"Q9UKK9","NUDT5","5.04014","-0.236064"
"P32519","ELF1","2.33324","-0.236075"
"Q96QD9","FYTTD1","2.69509","-0.23611"
"O75427","LRCH4","1.68827","-0.236488"
"P39023","RPL3","6.5622","-0.236899"
"O43402","EMC8","4.99518","-0.23731"
"O75146","HIP1R","2.53545","-0.237312"
"Q8IXJ6","SIRT2","2.10797","-0.238122"
"P16615","ATP2A2","5.38326","-0.238901"
"P48735","IDH2","6.28428","-0.239"
"P17301","ITGA2","4.75657","-0.239736"
"Q9GZT6","CCDC90B","3.21064","-0.240717"
"O43324","EEF1E1","3.74026","-0.24203"
"P41252","IARS1","4.8993","-0.242087"
"P30876","POLR2B","3.65913","-0.242549"
"P54803","GALC","1.3759","-0.242837"
