Uniprot ID,Symbol,Protein Intensity,Prot_Z_Score,read_count,fpkm,tpm,driver gene method_of_action
Q15005,SPCS2,4.96438,1.27952,7488,41.0,148.95,
Q6PML9,SLC30A9,3.38739,1.27927,10331,23.35,84.83,
P19404,NDUFV2,5.014,1.27864,1022,6.16,22.38,
P09110,ACAA1,6.19203,1.27852,2108,4.84,17.58,
Q9NVS9,PNPO,4.35572,1.27822,4274,24.39,88.61,
Q8TD30,GPT2,4.192,1.27359,7868,20.22,73.46,
P48047,ATP5PO,8.75645,1.2731,5126,25.09,91.15,
P62841,RPS15,4.43575,1.27265,12709,97.11,352.8,
O15119,TBX3,2.49046,1.27089,20762,56.98,207.01,ambiguous
P31930,UQCRC1,8.07894,1.26989,16065,81.07,294.53,
P56556,NDUFA6,6.06731,1.26954,4188,48.3,175.47,
Q96S19,METTL26,3.22748,1.26912,1688,15.06,54.71,
Q8WW59,SPRYD4,4.44493,1.26823,3142,4.76,17.29,
O94964,SOGA1,5.05188,1.26795,14422,15.57,56.57,
P38606,ATP6V1A,6.66366,1.26771,9104,28.98,105.29,
P23229,ITGA6,7.20628,1.26678,237,0.59,2.14,
Q9UI09,NDUFA12,4.17383,1.26659,2943,26.48,96.2,
O60885,BRD4,3.76216,1.26518,4917,6.64,24.12,Act
Q8NHG7,SVIP,3.80596,1.26484,7290,22.62,82.18,
P13667,PDIA4,8.59723,1.26476,40494,201.78,733.07,
P78537,BLOC1S1,2.94935,1.26425,2061,20.32,73.82,
Q9NPH2,ISYNA1,5.92741,1.26337,6345,31.55,114.62,
Q92805,GOLGA1,3.02616,1.26285,3696,10.03,36.44,
P53367,ARFIP1,3.94018,1.26269,3616,13.76,49.99,
Q8TCC3,MRPL30,4.98965,1.26188,2356,13.28,48.25,
Q8IZ81,ELMOD2,3.5437,1.26165,6137,15.12,54.93,
Q9BU19,ZNF692,3.56765,1.25868,3754,15.6,56.68,
O75843,AP1G2,3.55366,1.25751,3076,7.28,26.45,
O43598,DNPH1,6.22136,1.25695,1707,22.3,81.02,
Q9H7U1,CCSER2,4.98922,1.25653,1928,3.74,13.59,
Q9H479,FN3K,3.0251,1.25387,916,3.86,14.02,
Q9BR76,CORO1B,6.22412,1.25301,7345,22.52,81.82,
Q9H063,MAF1,1.62397,1.25297,5866,40.3,146.41,
Q5HYI8,RABL3,4.77811,1.25291,4152,14.47,52.57,
Q9Y4D1,DAAM1,3.69252,1.25198,4715,7.19,26.12,
Q9NQE9,HINT3,2.76822,1.24811,5976,29.45,106.99,
Q9UDX5,MTFP1,2.78474,1.24659,546,5.26,19.11,
Q86WA6,BPHL,4.07706,1.24518,1661,4.69,17.04,
P43358,MAGEA4,6.15178,1.24328,14842,78.66,285.77,
P20061,TCN1,4.73144,1.24218,1,0.01,0.04,
Q92572,AP3S1,4.37976,1.24149,5211,26.61,96.67,
P62256,UBE2H,3.33404,1.23956,12745,32.56,118.29,
Q7Z745,MROH2B,4.44984,1.23887,0,0.0,0.0,
Q5JU69,TOR2A,3.64259,1.23867,1093,4.7,17.08,
P61009,SPCS3,6.41731,1.23865,28047,67.04,243.56,
P84101,SERF2,4.61395,1.23797,15835,35.19,127.85,
Q9NVV4,MTPAP,4.16954,1.23455,3775,7.35,26.7,
Q6DKK2,TTC19,3.31511,1.23421,5856,16.03,58.24,
Q9Y2Q9,MRPS28,6.30458,1.23279,1692,15.21,55.26,
P07741,APRT,6.84396,1.23266,5839,52.88,192.11,
P27797,CALR,9.59557,1.23265,75246,452.73,1644.77,Act
P50453,SERPINB9,5.78241,1.22925,55,0.22,0.8,
Q9H9J2,MRPL44,4.60376,1.22913,2727,25.47,92.53,
O15126,SCAMP1,3.54263,1.22855,9217,29.48,107.1,
Q9UJX3,ANAPC7,3.02948,1.22849,9202,25.01,90.86,
Q8NFU3,TSTD1,6.59055,1.22818,1587,21.42,77.82,
O43674,NDUFB5,3.80846,1.22583,6227,17.32,62.92,
Q9UQ35,SRRM2,7.03353,1.22579,48154,59.27,215.33,
Q969R2,OSBP2,3.27095,1.22572,806,1.96,7.12,
Q8N2G8,GHDC,3.80939,1.22463,1390,5.65,20.53,
O75448,MED24,2.62868,1.224,5869,13.77,50.03,
O75676,RPS6KA4,3.37903,1.22165,1737,7.45,27.07,
Q99622,C12orf57,4.00475,1.22104,5065,45.8,166.39,
Q9Y4L1,HYOU1,8.00292,1.22098,32027,67.97,246.94,
Q6ZSJ8,C1orf122,3.1581,1.22091,610,4.46,16.2,
P25815,S100P,7.70079,1.22006,1247,15.91,57.8,
O14654,IRS4,5.95825,1.2187,121,0.5,1.82,ambiguous
O95861,BPNT1,4.83045,1.21752,5009,26.27,95.44,
P13861,PRKAR2A,5.89716,1.21692,8276,20.34,73.9,
Q7Z6M4,MTERF4,3.03001,1.21668,8684,14.27,51.84,
O14967,CLGN,4.84602,1.2138,5222,27.27,99.07,
Q96I99,SUCLG2,6.35601,1.21193,5933,31.35,113.9,
Q8WTV0,SCARB1,4.75977,1.21175,11663,24.6,89.37,
Q9BRA2,TXNDC17,7.48863,1.20947,2214,9.55,34.7,
Q9Y3D2,MSRB2,3.81906,1.20886,902,7.18,26.09,
P22695,UQCRC2,7.11011,1.20807,20339,63.66,231.28,
P30048,PRDX3,9.84686,1.20776,23261,111.16,403.85,
P49406,MRPL19,5.71937,1.20717,5728,20.33,73.86,
Q8IX18,DHX40,3.48736,1.20714,5535,15.22,55.29,
Q9BYD2,MRPL9,4.00603,1.20709,4519,40.72,147.94,
Q9NRX2,MRPL17,5.92433,1.20572,3467,24.87,90.35,
Q03426,MVK,2.6805,1.20404,3558,8.98,32.62,
Q9BW91,NUDT9,3.18504,1.20404,2208,11.32,41.13,
Q6P161,MRPL54,5.23274,1.20259,1149,18.71,67.97,
P08047,SP1,2.5203,1.20178,14462,29.22,106.16,
Q9NZJ6,COQ3,2.93551,1.19946,2195,24.58,89.3,
Q9Y2B0,CNPY2,6.3563,1.19763,2664,14.72,53.48,
P54802,NAGLU,3.24031,1.19713,2197,11.94,43.38,
Q9NV66,TYW1,2.27701,1.19635,3375,14.17,51.48,
Q96LI5,CNOT6L,3.86236,1.19485,4385,7.64,27.76,
O75348,ATP6V1G1,5.01792,1.1922,5560,69.57,252.75,
Q8IXI1,RHOT2,5.02955,1.19202,7461,23.55,85.56,
P09874,PARP1,8.12532,1.18995,49940,113.75,413.26,
Q9NSE4,IARS2,5.74197,1.1898,31118,122.0,443.23,
Q96CP2,FLYWCH2,3.80257,1.18957,836,10.0,36.33,
Q14938,NFIX,3.45341,1.18945,18639,48.3,175.47,
Q9Y5B6,PAXBP1,3.10202,1.18894,10677,24.17,87.81,
Q96RE7,NACC1,3.76122,1.18801,6568,23.97,87.08,
Q5JTJ3,COA6,3.84595,1.1865,1058,13.74,49.92,
Q96RQ3,MCCC1,4.74906,1.18384,5064,19.14,69.54,
Q96F63,CCDC97,2.45744,1.18344,2092,8.94,32.48,
P30040,ERP29,8.46027,1.18111,10761,57.0,207.08,
Q02790,FKBP4,7.7569,1.18064,29021,91.48,332.35,
Q9BRT9,GINS4,3.92096,1.18036,2798,8.35,30.34,
Q02338,BDH1,4.72362,1.17863,3208,5.75,20.89,
P00995,SPINK1,5.47001,1.17736,7956,87.78,318.91,
Q16775,HAGH,4.7665,1.17612,2161,5.91,21.47,
Q9BUE6,ISCA1,3.32272,1.17532,3164,16.94,61.54,
Q9UBU8,MORF4L1,4.17853,1.17453,18937,46.97,170.64,
P37108,SRP14,7.1689,1.17452,8915,72.61,263.79,
P36542,ATP5F1C,7.43704,1.17451,14820,104.04,377.98,
P21953,BCKDHB,3.74978,1.1744,2550,10.23,37.17,
P48506,GCLC,3.96052,1.17305,17474,33.72,122.51,
P18858,LIG1,4.36654,1.17267,8754,21.74,78.98,
Q08378,GOLGA3,3.52107,1.17167,9652,14.94,54.28,
Q13191,CBLB,5.32013,1.16981,1563,2.16,7.85,LoF
Q5T3I0,GPATCH4,4.28868,1.16879,8351,30.73,111.64,
Q9BRT3,MIEN1,4.35722,1.16652,2276,16.22,58.93,
O15164,TRIM24,2.86253,1.16648,8270,14.64,53.19,ambiguous
P26368,U2AF2,7.23196,1.16424,11813,46.88,170.32,Act
Q9NXG2,THUMPD1,3.53899,1.16409,5545,17.78,64.59,
Q9NZB2,FAM120A,5.20701,1.16332,19186,43.49,158.0,
P0DPB6,POLR1D,5.13693,1.16255,3790,9.63,34.99,
Q0VGL1,LAMTOR4,3.62016,1.16234,4143,34.94,126.94,
Q9Y5Y2,NUBP2,3.81087,1.16209,3480,11.4,41.42,
P54725,RAD23A,4.934,1.16199,7554,50.37,183.0,
Q8N490,PNKD,3.2876,1.1617,4540,14.3,51.95,
Q96JB5,CDK5RAP3,4.91327,1.15919,9800,26.36,95.77,
Q6PD62,CTR9,3.46249,1.15889,6769,19.87,72.19,
Q9NZ63,C9orf78,4.19026,1.15863,4128,13.22,48.03,
P42166,TMPO,8.20368,1.15824,42264,80.31,291.77,
Q92817,EVPL,4.86383,1.15793,1769,3.85,13.99,
Q92817,EVPL,4.86383,1.15793,1769,3.85,13.99,
Q66PJ3,ARL6IP4,3.60104,1.15747,191,1.12,4.07,
Q9P260,RELCH,3.13567,1.15652,4901,9.64,35.02,
P40616,ARL1,3.86824,1.15637,14380,47.16,171.33,
P51397,DAP,2.80455,1.15548,4303,20.91,75.97,
Q8TDD1,DDX54,4.19713,1.15224,9440,30.44,110.59,
P16083,NQO2,4.83973,1.15129,3469,4.9,17.8,
P82094,TMF1,3.39691,1.15046,4886,11.4,41.42,
O75152,ZC3H11A,5.36437,1.14954,18459,31.07,112.88,
Q53H82,LACTB2,4.85596,1.14929,2423,20.49,74.44,
Q15427,SF3B4,4.86789,1.14908,6675,48.55,176.38,
Q8NC96,NECAP1,3.928,1.14853,6585,25.88,94.02,
Q8TCS8,PNPT1,6.34741,1.14739,9160,29.13,105.83,
Q9H8H3,METTL7A,3.94972,1.14669,23172,92.67,336.67,
Q96Q11,TRNT1,3.77893,1.14635,2822,8.35,30.34,
P61604,HSPE1,12.1617,1.14538,10817,89.34,324.57,
Q9UBU6,FAM8A1,3.23927,1.14517,4153,14.5,52.68,
O94868,FCHSD2,3.67742,1.14513,1109,3.49,12.68,
Q99640,PKMYT1,2.22238,1.14487,5568,18.06,65.61,
P07919,UQCRH,6.77509,1.14397,10777,124.99,454.09,
O43920,NDUFS5,4.80718,1.14393,5638,168.0,610.35,
Q69YL0,NCBP2AS2,3.36179,1.14382,903,16.06,58.35,
A3KN83,SBNO1,1.93841,1.14335,13794,20.25,73.57,
P82979,SARNP,7.53083,1.1433,120,0.58,2.11,
Q15020,SART3,5.45237,1.14217,10337,23.21,84.32,
Q99674,CGREF1,2.88218,1.1419,2083,8.42,30.59,
O95831,AIFM1,6.90714,1.14102,9172,45.3,164.58,
O14949,UQCRQ,5.88158,1.13809,5393,59.83,217.36,
O95359,TACC2,5.38383,1.1374,6734,5.84,21.22,
Q8IYS0,GRAMD1C,4.98942,1.13688,453,0.95,3.45,
P08574,CYC1,7.47878,1.13476,12426,102.74,373.26,
Q9BX68,HINT2,6.53007,1.1344,1320,9.0,32.7,
Q15014,MORF4L2,5.05227,1.13397,17366,107.09,389.06,
Q9BYD1,MRPL13,5.2765,1.13341,2916,11.31,41.09,
Q8NBF2,NHLRC2,3.51544,1.13284,7822,11.38,41.34,
P23434,GCSH,6.18212,1.13242,4790,41.6,151.13,
Q9P275,USP36,2.97602,1.13116,3720,6.58,23.91,
Q8NCB2,CAMKV,7.23774,1.13044,227,0.95,3.45,
Q9UJA5,TRMT6,3.93063,1.1303,2926,12.65,45.96,
P49327,FASN,7.13667,1.12976,55261,100.5,365.12,
Q00577,PURA,4.34188,1.1296,4203,5.63,20.45,
P38117,ETFB,8.52637,1.12947,4812,12.04,43.74,
Q96A35,MRPL24,5.33577,1.12892,7828,75.41,273.97,
O14579,COPE,5.73342,1.12884,4732,26.78,97.29,
Q9BTC0,DIDO1,3.95766,1.12863,8237,10.13,36.8,
Q9UFG5,C19orf25,4.22055,1.12824,1220,3.9,14.17,
Q9Y5U2,TSSC4,3.79605,1.12698,1066,6.55,23.8,
P21281,ATP6V1B2,6.31121,1.12644,10048,20.99,76.26,
Q13232,NME3,3.91053,1.12358,1922,21.72,78.91,
P24385,CCND1,3.5516,1.12347,162873,550.64,2000.48,Act
Q8WUA7,TBC1D22A,1.59403,1.123,1021,3.14,11.41,
O00217,NDUFS8,6.84829,1.12231,3775,13.63,49.52,
Q9H0U4,RAB1B,4.46023,1.12208,14274,116.13,421.9,
P36954,POLR2I,5.01433,1.12108,1315,16.92,61.47,
O00461,GOLIM4,3.74883,1.12096,9115,32.03,116.37,
Q9NZ45,CISD1,4.79452,1.12076,4060,23.2,84.29,
P05549,TFAP2A,4.47396,1.12053,7079,14.02,50.93,
P56181,NDUFV3,2.26941,1.12039,3324,8.55,31.06,
P24539,ATP5PB,6.68201,1.11988,14698,70.94,257.73,
P50851,LRBA,3.42814,1.11933,17238,18.85,68.48,
Q96EY1,DNAJA3,6.03406,1.11929,6717,15.51,56.35,
Q96M83,CCDC7,5.16491,1.11916,313,1.1,4.0,
Q9BZZ5,API5,5.93728,1.11915,18522,65.03,236.26,
Q5SWX8,ODR4,3.0148,1.1188,4206,16.54,60.09,
Q9UKJ3,GPATCH8,3.12766,1.11869,6851,11.85,43.05,
Q9H0A8,COMMD4,3.78107,1.11795,3558,8.57,31.13,
P10155,RO60,5.05932,1.11702,9330,16.74,60.82,
Q8IU81,IRF2BP1,3.33464,1.11562,1985,12.64,45.92,
Q9H936,SLC25A22,3.45567,1.1153,3951,13.88,50.43,
Q9UI12,ATP6V1H,4.23831,1.1153,3554,11.4,41.42,
Q969J3,BORCS5,3.03189,1.11527,1192,3.91,14.21,
O15321,TM9SF1,3.05174,1.11481,651,3.01,10.94,
Q9H8J5,MANSC1,7.38183,1.11443,4005,10.87,39.49,
P30046,DDT,7.03751,1.11394,2557,23.82,86.54,
Q9NTG7,SIRT3,2.78639,1.11224,1506,4.73,17.18,
Q99797,MIPEP,4.10442,1.10825,3525,16.89,61.36,
O75027,ABCB7,3.42627,1.10822,2770,15.23,55.33,
Q92826,HOXB13,2.85535,1.108,12211,57.51,208.93,
Q13185,CBX3,7.39431,1.10645,31768,111.77,406.06,
Q9H3R5,CENPH,1.83338,1.10619,5153,37.5,136.24,
Q15126,PMVK,5.39854,1.10599,3299,42.09,152.91,
O95396,MOCS3,2.58474,1.10526,933,2.98,10.83,
Q14527,HLTF,3.12632,1.10438,13942,37.79,137.29,
Q9NW68,BSDC1,3.51661,1.10398,5392,14.04,51.01,
Q14493,SLBP,3.92419,1.1035,10737,86.54,314.4,
Q96EU6,RRP36,3.3499,1.10316,2409,17.78,64.59,
Q5T280,SPOUT1,4.43151,1.10294,13028,46.32,168.28,
P30405,PPIF,6.07021,1.10164,9172,56.01,203.49,
Q92932,PTPRN2,4.23167,1.1016,1812,6.12,22.23,
Q9UIF9,BAZ2A,3.43671,1.10046,27543,41.19,149.64,
Q9UIF9,BAZ2A,3.43671,1.10046,27543,41.19,149.64,
Q9ULV3,CIZ1,3.12873,1.10014,4914,16.32,59.29,
P10253,GAA,5.72893,1.09875,7432,23.54,85.52,
P11177,PDHB,6.77214,1.09849,6992,24.2,87.92,
Q9UP83,COG5,3.45568,1.09836,4803,9.26,33.64,
Q86V88,MDP1,3.38281,1.0983,223,3.4,12.35,
Q92820,GGH,6.05755,1.09759,4234,22.09,80.25,
Q8N983,MRPL43,5.73399,1.097,3253,14.87,54.02,
O95299,NDUFA10,5.08358,1.09667,10279,17.64,64.09,
P43155,CRAT,4.36414,1.09563,4832,20.75,75.39,
Q13546,RIPK1,2.71297,1.09498,2871,11.08,40.25,ambiguous
Q629K1,TRIQK,4.08045,1.09447,2461,5.98,21.73,
P15586,GNS,6.79264,1.09407,14660,38.09,138.38,
Q9UIS9,MBD1,3.78739,1.09401,4643,11.26,40.91,
P60604,UBE2G2,4.4009,1.09332,12235,27.04,98.24,
Q96JM3,CHAMP1,4.62738,1.0926,4145,16.23,58.96,
Q96A22,C11orf52,2.39626,1.09201,9,0.08,0.29,
Q9UHD9,UBQLN2,4.09536,1.0909,4327,16.7,60.67,
O95870,ABHD16A,3.76261,1.08927,634,2.49,9.05,
Q5T6F2,UBAP2,4.15593,1.08903,7761,11.93,43.34,
P49748,ACADVL,7.33832,1.08784,18512,62.13,225.72,
O14862,AIM2,4.96251,1.08487,0,0.0,0.0,
Q16864,ATP6V1F,3.81143,1.0836,3804,78.73,286.03,
P17568,NDUFB7,4.67457,1.08304,2427,74.63,271.13,
Q8N4Q1,CHCHD4,2.33049,1.08249,2060,18.98,68.95,
Q8NHP8,PLBD2,5.25315,1.08103,4954,15.38,55.88,
P31947,SFN,10.6032,1.08018,14666,181.43,659.14,
Q96M27,PRRC1,4.4283,1.07956,8734,15.73,57.15,
Q9H9B1,EHMT1,3.55915,1.07947,5482,5.57,20.24,
Q6DD88,ATL3,5.92319,1.07919,20840,44.78,162.69,
Q8TAE8,GADD45GIP1,4.74029,1.07878,1162,10.65,38.69,
O15305,PMM2,3.89626,1.07814,2077,4.44,16.13,
P08559,PDHA1,6.61803,1.07774,6920,25.15,91.37,
Q8TBY9,CFAP251,7.66547,1.07677,273,0.28,1.02,
O95248,SBF1,2.04142,1.07582,10634,18.39,66.81,
Q9NVS2,MRPS18A,4.58283,1.07563,1170,14.88,54.06,
Q9UJC3,HOOK1,3.76111,1.07551,8640,20.88,75.86,
Q9NYM9,BET1L,3.99099,1.07543,2840,11.99,43.56,
P13804,ETFA,7.43214,1.0751,9963,32.34,117.49,
P00568,AK1,5.55686,1.07498,494,3.02,10.97,
O43504,LAMTOR5,5.57878,1.07383,4610,31.52,114.51,
Q9P0M9,MRPL27,4.75412,1.0737,2489,13.43,48.79,
P05114,HMGN1,6.23962,1.07335,18833,60.28,219.0,
Q9UDY4,DNAJB4,3.9131,1.07198,1259,5.43,19.73,
O15297,PPM1D,3.45703,1.07175,1981,6.41,23.29,ambiguous
Q96GX9,APIP,4.11921,1.07166,3150,9.64,35.02,
Q5W111,SPRYD7,3.71922,1.07165,1897,9.27,33.68,
Q9Y3C8,UFC1,5.74026,1.07152,7039,50.55,183.65,
P60520,GABARAPL2,4.62202,1.07051,5929,31.91,115.93,
Q9Y678,COPG1,5.33222,1.06934,11397,42.06,152.8,
P54819,AK2,8.04998,1.06883,14530,41.43,150.52,
O14545,TRAFD1,2.89637,1.06874,6089,25.24,91.7,
Q3KQV9,UAP1L1,3.82268,1.06821,2531,7.82,28.41,
Q14181,POLA2,3.45257,1.06659,4901,13.98,50.79,
Q8IV63,VRK3,2.79435,1.06619,3602,6.0,21.8,
P49458,SRP9,6.67495,1.06491,29724,280.88,1020.44,
Q8NDD1,C1orf131,3.26753,1.06378,3292,9.93,36.08,
Q5VTB9,RNF220,2.8738,1.06325,4193,7.07,25.69,
Q13608,PEX6,3.15005,1.06285,3472,16.2,58.85,
Q5EBL4,RILPL1,2.53863,1.06222,908,2.82,10.25,
Q96DF8,ESS2,2.60521,1.06087,1168,3.18,11.55,
P23467,PTPRB,2.59744,1.06009,27214,30.56,111.03,ambiguous
Q3ZLR7,SUPT20HL1,3.37435,1.05981,0,0.0,0.0,
Q9BYB4,GNB1L,2.97772,1.05944,480,1.12,4.07,
Q9NYH9,UTP6,2.28575,1.05893,3798,9.62,34.95,
Q9P0R6,GSKIP,2.91213,1.05678,3312,11.84,43.01,
Q9NQT4,EXOSC5,4.52933,1.05674,1657,18.18,66.05,
P51580,TPMT,3.64244,1.05652,2884,14.8,53.77,
P48637,GSS,6.25137,1.05571,5917,50.27,182.63,
Q96PE7,MCEE,3.44996,1.05548,820,8.25,29.97,
Q6SPF0,SAMD1,4.05372,1.05509,3247,23.43,85.12,
O96000,NDUFB10,6.80833,1.05464,4854,74.08,269.13,
Q9H267,VPS33B,2.50759,1.05444,1407,5.73,20.82,
Q9BRG1,VPS25,4.13176,1.05438,2853,19.38,70.41,
Q96IU4,ABHD14B,5.15092,1.05418,3279,16.94,61.54,
Q9H4I3,TRABD,3.97764,1.05366,3612,18.71,67.97,
O43736,ITM2A,3.85691,1.05272,25,0.2,0.73,
Q9Y224,RTRAF,5.31273,1.0522,5109,10.02,36.4,
O43676,NDUFB3,4.29887,1.05174,2294,33.96,123.38,
P06276,BCHE,3.68633,1.05087,94,0.5,1.82,
Q96B01,RAD51AP1,2.98531,1.04805,6777,43.26,157.16,
Q9NR28,DIABLO,6.05922,1.04659,1467,4.01,14.57,
O96028,NSD2,3.37954,1.04528,23926,19.76,71.79,Act
Q99714,HSD17B10,8.49117,1.04518,5069,74.24,269.72,
Q96CT7,CCDC124,6.16237,1.04147,3692,36.32,131.95,
Q8WUK0,PTPMT1,3.80484,1.04137,1847,11.01,40.0,
P78316,NOP14,4.32424,1.0413,7451,34.39,124.94,
Q8IV48,ERI1,2.675,1.0412,2494,6.38,23.18,
O00308,WWP2,1.93357,1.04104,3597,6.52,23.69,
Q96K17,BTF3L4,6.6749,1.04085,7616,20.65,75.02,
P51003,PAPOLA,2.89307,1.04075,19596,25.07,91.08,
Q8TB22,SPATA20,3.31356,1.03588,8093,24.76,89.95,
A6NFI3,ZNF316,2.80784,1.03569,2702,7.59,27.57,
Q8WVC0,LEO1,3.07541,1.03519,3699,22.55,81.92,
O95139,NDUFB6,3.94196,1.03519,5328,62.68,227.72,
Q9Y2H5,PLEKHA6,3.45736,1.0347,7572,15.81,57.44,
Q96FH0,BORCS8,3.40043,1.03454,1134,3.45,12.53,
P48730,CSNK1D,2.91414,1.03426,8060,11.94,43.38,
O15078,CEP290,8.32236,1.03384,1697,2.67,9.7,
A5D8V6,VPS37C,5.64458,1.03372,1798,7.41,26.92,
Q9Y2Z9,COQ6,3.45408,1.03339,1612,3.94,14.31,
P13798,APEH,5.52961,1.03333,10658,37.27,135.4,
Q14232,EIF2B1,3.35245,1.03279,6299,28.36,103.03,
P51124,GZMM,3.33139,1.03164,5,0.09,0.33,
Q6PJW8,CNST,2.30703,1.03101,4623,12.75,46.32,
Q9BVN2,RUSC1,2.45431,1.03092,7532,22.66,82.32,
O14828,SCAMP3,5.14104,1.03064,7535,50.39,183.07,
Q8WXF8,DEDD2,3.93554,1.03049,418,2.59,9.41,
Q8NI22,MCFD2,3.10124,1.02994,4871,13.27,48.21,
Q9NQ32,C11orf16,4.99592,1.02979,19,0.12,0.44,
Q5VW32,BROX,3.22768,1.02947,6354,20.83,75.68,
Q96AC1,FERMT2,4.62486,1.02895,2913,5.59,20.31,
P60174,TPI1,10.5012,1.02758,61693,373.11,1355.51,
P22670,RFX1,2.77333,1.02566,769,2.3,8.36,
O94992,HEXIM1,3.18889,1.02448,2731,12.39,45.01,
Q15154,PCM1,4.0097,1.02374,14468,16.36,59.44,fusion
Q02083,NAAA,2.91047,1.02302,3418,12.52,45.49,
Q9BSV6,TSEN34,3.19858,1.02283,2212,10.2,37.06,
Q03154,ACY1,4.49602,1.02116,791,3.93,14.28,
Q9BXS4,TMEM59,2.44028,1.01968,10183,18.17,66.01,
O00115,DNASE2,6.38132,1.0182,3525,24.09,87.52,
P02768,ALB,6.54884,1.01758,45709,221.02,802.97,Act
Q9H3S7,PTPN23,3.52855,1.01706,4591,12.53,45.52,
Q13740,ALCAM,6.69237,1.01615,22315,50.76,184.41,
Q7L2E3,DHX30,4.84177,1.01589,9971,21.03,76.4,
Q9NR77,PXMP2,2.57528,1.01588,3856,44.72,162.47,
O14732,IMPA2,3.46147,1.01527,1565,6.68,24.27,
P12111,COL6A3,5.4979,1.01374,49,0.04,0.15,
P30047,GCHFR,3.45058,1.0132,1091,11.64,42.29,
Q8IWR1,TRIM59,3.19906,1.01312,3399,7.06,25.65,
O60220,TIMM8A,4.41911,1.01285,1350,8.39,30.48,
Q96B54,ZNF428,3.92475,1.01284,736,6.67,24.23,
Q99798,ACO2,7.09261,1.01264,8802,35.57,129.23,
Q96BR5,COA7,3.77814,1.01241,4026,15.78,57.33,
Q96D71,REPS1,3.36186,1.01228,5572,9.48,34.44,
Q15437,SEC23B,3.59335,1.01178,11813,47.76,173.51,
P36404,ARL2,3.8776,1.01165,2722,21.33,77.49,
Q5T5C0,STXBP5,3.32002,1.01044,3937,6.12,22.23,
Q10713,PMPCA,5.60316,1.01039,6729,16.67,60.56,
Q96HR8,NAF1,2.32897,1.00992,1573,5.34,19.4,
Q8IUZ5,PHYKPL,5.97903,1.00982,1376,2.67,9.7,
Q13444,ADAM15,3.42923,1.00921,15440,38.29,139.11,
Q9Y5M8,SRPRB,5.77205,1.00857,7793,30.44,110.59,
Q86U06,RBM23,2.10061,1.00611,6749,7.86,28.56,
P49821,NDUFV1,5.35172,1.00596,8857,34.82,126.5,
P01033,TIMP1,3.88921,1.00525,2731,28.94,105.14,
O95487,SEC24B,2.3573,1.0048,5778,18.08,65.68,
Q9BUL5,PHF23,2.65172,1.003,2709,15.89,57.73,
Q13123,IK,5.35063,1.00273,8576,34.18,124.18,
Q9Y4X5,ARIH1,2.60633,1.00242,6924,4.94,17.95,
O43181,NDUFS4,4.62575,1.00107,1747,24.26,88.14,
P20700,LMNB1,9.31851,0.999696,19202,86.31,313.57,
Q6PJ69,TRIM65,2.94759,0.999359,2861,11.96,43.45,
Q9Y6U3,SCIN,5.25037,0.998515,3826,5.38,19.55,
Q2TAA2,IAH1,4.12892,0.998298,2811,7.77,28.23,
P20674,COX5A,8.09552,0.998106,4690,54.28,197.2,
Q8WU76,SCFD2,2.77774,0.997068,1461,7.49,27.21,
Q8N8N7,PTGR2,3.10061,0.996892,3074,6.22,22.6,
P54289,CACNA2D1,4.89732,0.996539,5406,9.8,35.6,
Q13557,CAMK2D,4.45357,0.995568,10308,22.86,83.05,
Q9HD42,CHMP1A,5.65888,0.993341,8398,42.75,155.31,
Q8IXM3,MRPL41,5.45737,0.992733,749,9.69,35.2,
Q8IWT6,LRRC8A,3.45987,0.992617,37400,116.77,424.23,
Q7Z7E8,UBE2Q1,3.441,0.992142,7196,28.24,102.6,
Q8TBF5,PIGX,2.84697,0.9918,3719,13.66,49.63,
Q96P16,RPRD1A,4.35571,0.991728,10710,20.72,75.28,
Q92733,PRCC,3.4734,0.991667,5768,22.93,83.3,fusion
Q07960,ARHGAP1,4.86379,0.99134,6968,18.54,67.36,
P27144,AK4,6.35963,0.990229,11147,24.02,87.26,
Q8NBN3,TMEM87A,2.87886,0.987856,5467,15.75,57.22,
Q5TAX3,TUT4,6.64049,0.98614,5034,5.07,18.42,
Q86Y82,STX12,4.9154,0.985716,3574,15.17,55.11,
O95758,PTBP3,4.77752,0.985635,32918,65.24,237.02,
A0AV96,RBM47,4.05534,0.98562,7147,13.66,49.63,
Q14789,GOLGB1,4.57776,0.985404,16548,22.77,82.72,
Q13242,SRSF9,7.24608,0.984936,11594,50.57,183.72,
P28340,POLD1,6.17075,0.983043,4972,16.71,60.71,ambiguous
P28340,POLD1,6.17075,0.983043,4972,16.71,60.71,ambiguous
P53007,SLC25A1,4.75331,0.982385,8364,65.16,236.73,
Q9NSK0,KLC4,3.66249,0.982317,594,1.51,5.49,
Q96IX5,ATP5MK,6.13401,0.982288,2071,37.66,136.82,
Q9NX55,HYPK,4.10452,0.982053,547,1.4,5.09,
Q12792,TWF1,4.51946,0.981669,17831,74.05,269.02,
Q96JQ2,CLMN,3.01011,0.981286,13361,13.9,50.5,
P08651,NFIC,4.30246,0.981275,4468,7.81,28.37,
Q06587,RING1,4.12404,0.981259,2829,25.41,92.31,
Q9NQZ5,STARD7,2.58317,0.980551,15773,58.35,211.99,
P49916,LIG3,4.45992,0.979747,5912,7.47,27.14,
Q5JSH3,WDR44,2.56489,0.979384,1680,6.53,23.72,
