dataset_id,id,model_id,gene_id,read_count,fpkm,tpm,data_source,dataset_name,model_name,symbol
15,97804878,SIDM00499,SIDG00085,63,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCC8
15,97804879,SIDM00499,SIDG00086,1273,1.82,6.61,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCC9
15,97804880,SIDM00499,SIDG00087,1216,2.46,8.94,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCC10
15,97804881,SIDM00499,SIDG00088,346,0.78,2.83,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCC11
15,97804884,SIDM00499,SIDG00091,339,1.31,4.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCD1
15,97804889,SIDM00499,SIDG00097,8,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCD2
15,97804890,SIDM00499,SIDG00098,8587,18.65,67.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCD3
15,97804891,SIDM00499,SIDG00099,1136,2.12,7.7,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCD4
15,97804892,SIDM00499,SIDG00100,14667,38.23,138.89,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCE1
15,97804893,SIDM00499,SIDG00101,4046,14.61,53.08,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCF1
15,97804894,SIDM00499,SIDG00103,9047,33.21,120.65,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCF2
15,97804897,SIDM00499,SIDG00106,3857,12.1,43.96,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCF3
15,97804898,SIDM00499,SIDG00107,76,0.2,0.73,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCG1
15,97804899,SIDM00499,SIDG00108,297,1.0,3.63,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABCG2
15,97804904,SIDM00499,SIDG00113,6762,10.67,38.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD2
15,97804905,SIDM00499,SIDG00114,2060,7.7,27.97,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD3
15,97804906,SIDM00499,SIDG00115,854,3.43,12.46,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD4
15,97804907,SIDM00499,SIDG00116,1446,7.44,27.03,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD5
15,97804908,SIDM00499,SIDG00117,235,1.07,3.89,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD6
15,97804909,SIDM00499,SIDG00118,194,1.43,5.2,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD8
15,97804910,SIDM00499,SIDG00119,5973,32.29,117.31,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD10
15,97804911,SIDM00499,SIDG00120,3921,27.97,101.62,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD11
15,97804913,SIDM00499,SIDG00123,3324,15.83,57.51,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD12
15,97804914,SIDM00499,SIDG00124,11,0.04,0.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD12B
15,97804915,SIDM00499,SIDG00125,1412,4.32,15.69,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD13
15,97804916,SIDM00499,SIDG00126,242,1.66,6.03,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD14A
15,97804918,SIDM00499,SIDG00128,3279,16.94,61.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD14B
15,97804919,SIDM00499,SIDG00129,713,3.24,11.77,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD15
15,97804921,SIDM00499,SIDG00131,634,2.49,9.05,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD16A
15,97804923,SIDM00499,SIDG00133,2127,5.66,20.56,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD17A
15,97804932,SIDM00499,SIDG00142,1144,6.31,22.92,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD17B
15,97804933,SIDM00499,SIDG00143,1481,6.67,24.23,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD17C
15,97804934,SIDM00499,SIDG00144,1258,3.16,11.48,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABHD18
15,97804935,SIDM00499,SIDG00145,4536,17.56,63.8,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABI1
15,97804937,SIDM00499,SIDG00147,8865,6.2,22.52,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABI2
15,97804938,SIDM00499,SIDG00148,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABI3
15,97804939,SIDM00499,SIDG00149,46,0.07,0.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABI3BP
15,97804940,SIDM00499,SIDG00150,4811,12.52,45.49,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABL1
15,97804941,SIDM00499,SIDG00151,3880,4.78,17.37,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABL2
15,97804942,SIDM00499,SIDG00152,9642,15.95,57.95,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABLIM1
15,97804943,SIDM00499,SIDG00153,9,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABLIM2
15,97804944,SIDM00499,SIDG00154,666,1.51,5.49,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABLIM3
15,97804945,SIDM00499,SIDG00155,4,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABO
15,97804946,SIDM00499,SIDG00156,4350,6.07,22.05,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABR
15,97804948,SIDM00499,SIDG00158,7374,100.34,364.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABRACL
15,97804949,SIDM00499,SIDG00159,448,0.94,3.42,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABRAXAS1
15,97804950,SIDM00499,SIDG00160,2056,11.22,40.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABRAXAS2
15,97804951,SIDM00499,SIDG00161,1774,9.82,35.68,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABT1
15,97804953,SIDM00499,SIDG00163,577,1.53,5.56,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABTB1
15,97804954,SIDM00499,SIDG00164,1244,4.08,14.82,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ABTB2
15,97804955,SIDM00499,SIDG00165,2108,4.84,17.58,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAA1
15,97804956,SIDM00499,SIDG00166,611,1.97,7.16,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAA2
15,97804957,SIDM00499,SIDG00167,23654,29.69,107.86,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACACA
15,97804958,SIDM00499,SIDG00168,1727,1.94,7.05,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACACB
15,97804959,SIDM00499,SIDG00170,3709,8.44,30.66,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAD8
15,97804960,SIDM00499,SIDG00171,2940,11.09,40.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAD9
15,97804961,SIDM00499,SIDG00172,3725,6.81,24.74,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAD10
15,97804962,SIDM00499,SIDG00173,136,0.39,1.42,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAD11
15,97804964,SIDM00499,SIDG00175,11254,38.42,139.58,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACADM
15,97804965,SIDM00499,SIDG00176,1816,11.2,40.69,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACADS
15,97804966,SIDM00499,SIDG00177,3674,9.59,34.84,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACADSB
15,97804967,SIDM00499,SIDG00178,18512,62.13,225.72,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACADVL
15,97804968,SIDM00499,SIDG00179,12,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAN
15,97804969,SIDM00499,SIDG00180,103,0.23,0.84,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAP1
15,97804970,SIDM00499,SIDG00181,6732,9.89,35.93,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAP2
15,97804971,SIDM00499,SIDG00182,201,4.76,17.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAP2-IT1
15,97804972,SIDM00499,SIDG00183,3195,5.92,21.51,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAP3
15,97804973,SIDM00499,SIDG00184,7064,20.66,75.06,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAT1
15,97804974,SIDM00499,SIDG00185,7075,26.87,97.62,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACAT2
15,97804975,SIDM00499,SIDG00186,6459,29.48,107.1,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACBD3
15,97804977,SIDM00499,SIDG00188,850,3.68,13.37,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACBD4
15,97804978,SIDM00499,SIDG00189,6865,25.65,93.19,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACBD5
15,97804979,SIDM00499,SIDG00190,2874,6.25,22.71,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACBD6
15,97804980,SIDM00499,SIDG00191,1108,12.08,43.89,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACBD7
15,97804981,SIDM00499,SIDG00192,665,1.86,6.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACCS
15,97804983,SIDM00499,SIDG00194,1900,9.63,34.99,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACD
15,97804984,SIDM00499,SIDG00195,1671,3.26,11.84,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACE
15,97804985,SIDM00499,SIDG00196,3,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACE2
15,97804988,SIDM00499,SIDG00199,621,4.53,16.46,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACER2
15,97804989,SIDM00499,SIDG00200,3307,6.4,23.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACER3
15,97804990,SIDM00499,SIDG00201,146,0.64,2.33,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACHE
15,97805211,SIDM00499,SIDG00437,2807,15.73,57.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCK2
15,97805212,SIDM00499,SIDG00438,537,3.2,11.63,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCK5
15,97805213,SIDM00499,SIDG00440,44,0.05,0.18,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY1
15,97805214,SIDM00499,SIDG00441,10,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY2
15,97805215,SIDM00499,SIDG00442,4238,11.42,41.49,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY3
15,97805216,SIDM00499,SIDG00443,53,0.11,0.4,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY4
15,97805217,SIDM00499,SIDG00444,59,0.11,0.4,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY5
15,97805218,SIDM00499,SIDG00445,15724,30.53,110.92,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY6
15,97805219,SIDM00499,SIDG00446,6,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY7
15,97805221,SIDM00499,SIDG00448,1629,2.57,9.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY9
15,97805223,SIDM00499,SIDG00450,1074,3.05,11.08,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCY10P1
15,97805224,SIDM00499,SIDG00451,106,0.45,1.63,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCYAP1
15,97805225,SIDM00499,SIDG00452,2,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADCYAP1R1
15,97805226,SIDM00499,SIDG00453,10427,12.99,47.19,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADD1
15,97805227,SIDM00499,SIDG00454,14,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADD2
15,97805228,SIDM00499,SIDG00455,6916,17.27,62.74,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADD3
15,97805233,SIDM00499,SIDG00461,3,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRA2
15,97805234,SIDM00499,SIDG00462,4701,8.3,30.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRA3
15,97805235,SIDM00499,SIDG00463,273,0.61,2.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRB1
15,97805236,SIDM00499,SIDG00464,1519,3.2,11.63,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRB2
15,97805237,SIDM00499,SIDG00465,593,1.49,5.41,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRB3
15,97805238,SIDM00499,SIDG00466,7,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRD1
15,97805239,SIDM00499,SIDG00467,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRD1-AS1
15,97805241,SIDM00499,SIDG00469,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRE1
15,97805242,SIDM00499,SIDG00470,5,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRE2
15,97805245,SIDM00499,SIDG00473,1037,3.15,11.44,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRE5
15,97805246,SIDM00499,SIDG00474,42,0.06,0.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRF1
15,97805248,SIDM00499,SIDG00476,27,0.08,0.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRF3
15,97805249,SIDM00499,SIDG00477,3,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRF4
15,97805250,SIDM00499,SIDG00478,33,0.08,0.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRF5
15,97805253,SIDM00499,SIDG00481,182,0.34,1.24,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRG1
15,97805254,SIDM00499,SIDG00482,39,0.06,0.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRG2
15,97805257,SIDM00499,SIDG00485,4,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRG5
15,97805258,SIDM00499,SIDG00486,4729,9.11,33.1,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRG6
15,97805260,SIDM00499,SIDG00488,6515,12.53,45.52,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRL1
15,97805261,SIDM00499,SIDG00489,793,1.67,6.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRL2
15,97805262,SIDM00499,SIDG00490,236,0.28,1.02,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRL3
15,97805264,SIDM00499,SIDG00492,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRL4
15,97805265,SIDM00499,SIDG00493,2061,1.43,5.2,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADGRV1
15,97805268,SIDM00499,SIDG00496,3,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADH1C
15,97805270,SIDM00499,SIDG00498,6847,22.98,83.49,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADH5
15,97805275,SIDM00499,SIDG00504,3,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADH7
15,97805276,SIDM00499,SIDG00505,159,0.69,2.51,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADHFE1
15,97805277,SIDM00499,SIDG00506,8041,23.62,85.81,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADI1
15,97805284,SIDM00499,SIDG00513,10518,53.79,195.42,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADIPOR1
15,97805287,SIDM00499,SIDG00516,7996,22.21,80.69,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADIPOR2
15,97805288,SIDM00499,SIDG00517,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADIRF
15,97805289,SIDM00499,SIDG00518,230,0.65,2.36,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADIRF-AS1
15,97805290,SIDM00499,SIDG00519,3775,19.36,70.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADK
15,97805291,SIDM00499,SIDG00520,72,0.43,1.56,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADM
15,97805292,SIDM00499,SIDG00521,3809,14.55,52.86,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADM2
15,97805293,SIDM00499,SIDG00522,134,1.27,4.61,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADM5
15,97805294,SIDM00499,SIDG00523,9774,22.54,81.89,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADNP
15,97805295,SIDM00499,SIDG00524,92,1.62,5.89,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADNP-AS1
15,97805296,SIDM00499,SIDG00525,5185,14.37,52.21,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADNP2
15,97805297,SIDM00499,SIDG00526,2046,9.21,33.46,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADO
15,97805298,SIDM00499,SIDG00527,45,0.18,0.65,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADORA1
15,97805299,SIDM00499,SIDG00528,40,0.16,0.58,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADORA2A
15,97805301,SIDM00499,SIDG00530,137,0.88,3.2,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADORA2B
15,97805303,SIDM00499,SIDG00535,3889,10.71,38.91,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADPGK
15,97805305,SIDM00499,SIDG00537,23,0.08,0.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADPRH
15,97805306,SIDM00499,SIDG00538,447,3.16,11.48,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADPRHL1
15,97805307,SIDM00499,SIDG00539,1468,14.37,52.21,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADPRS
15,97805308,SIDM00499,SIDG00540,216,2.18,7.92,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADPRM
15,97805309,SIDM00499,SIDG00541,390,1.09,3.96,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADRA1A
15,97805310,SIDM00499,SIDG00542,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ADRA1B
15,97805481,SIDM00499,SIDG00731,678,1.47,5.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP5
15,97805482,SIDM00499,SIDG00732,936,0.77,2.8,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP6
15,97805483,SIDM00499,SIDG00733,73,0.27,0.98,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP7
15,97805484,SIDM00499,SIDG00734,3474,13.2,47.96,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP8
15,97805485,SIDM00499,SIDG00735,2636,8.47,30.77,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP8L
15,97805487,SIDM00499,SIDG00737,51350,46.05,167.3,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP9
15,97805488,SIDM00499,SIDG00738,2460,8.29,30.12,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP10
15,97805489,SIDM00499,SIDG00739,7552,12.43,45.16,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP11
15,97805490,SIDM00499,SIDG00741,1266,2.37,8.61,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP12
15,97805491,SIDM00499,SIDG00742,3693,2.97,10.79,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP13
15,97805493,SIDM00499,SIDG00744,2840,11.38,41.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKAP17A
15,97805495,SIDM00499,SIDG00746,1178,8.36,30.37,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKIP1
15,97805496,SIDM00499,SIDG00747,5230,31.16,113.21,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKIRIN1
15,97805499,SIDM00499,SIDG00750,1079,8.81,32.01,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKIRIN2
15,97805501,SIDM00499,SIDG00753,604,0.93,3.38,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKNA
15,97805502,SIDM00499,SIDG00754,4,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKNAD1
15,97805503,SIDM00499,SIDG00755,3838,20.08,72.95,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1A1
15,97805504,SIDM00499,SIDG00756,95,0.42,1.53,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1B1
15,97805512,SIDM00499,SIDG00765,12,0.11,0.4,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1B10
15,97805515,SIDM00499,SIDG00768,18,0.09,0.33,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1B15
15,97805516,SIDM00499,SIDG00769,399,0.74,2.69,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1C1
15,97805517,SIDM00499,SIDG00770,1162,2.83,10.28,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1C2
15,97805518,SIDM00499,SIDG00771,3219,11.54,41.92,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1C3
15,97805526,SIDM00499,SIDG00779,83,0.56,2.03,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR1E2
15,97805527,SIDM00499,SIDG00780,1769,16.22,58.93,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR7A2
15,97805529,SIDM00499,SIDG00782,497,4.75,17.26,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR7A3
15,97805530,SIDM00499,SIDG00783,349,2.06,7.48,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKR7L
15,97805531,SIDM00499,SIDG00784,11501,16.83,61.14,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKT1
15,97805532,SIDM00499,SIDG00785,4499,12.81,46.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKT1S1
15,97805533,SIDM00499,SIDG00786,10278,11.16,40.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKT2
15,97805534,SIDM00499,SIDG00787,35,0.06,0.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKT3
15,97805536,SIDM00499,SIDG00789,2704,8.49,30.84,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,AKTIP
15,97805537,SIDM00499,SIDG00790,2407,7.89,28.66,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALAD
15,97805538,SIDM00499,SIDG00791,4085,26.3,95.55,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALAS1
15,97805539,SIDM00499,SIDG00792,2,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALAS2
15,97805540,SIDM00499,SIDG00793,45709,221.02,802.97,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALB
15,97805541,SIDM00499,SIDG00794,22315,50.76,184.41,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALCAM
15,97805542,SIDM00499,SIDG00795,2244,12.86,46.72,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1A1
15,97805543,SIDM00499,SIDG00796,15,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1A2
15,97805544,SIDM00499,SIDG00797,37,0.1,0.36,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1A3
15,97805545,SIDM00499,SIDG00798,2928,15.59,56.64,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1B1
15,97805546,SIDM00499,SIDG00799,7,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1L1
15,97805549,SIDM00499,SIDG00802,12653,24.29,88.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH1L2
15,97805550,SIDM00499,SIDG00803,346,0.58,2.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH2
15,97805551,SIDM00499,SIDG00804,42,0.18,0.65,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH3A1
15,97805552,SIDM00499,SIDG00805,117899,298.16,1083.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH3A2
15,97805553,SIDM00499,SIDG00806,220,0.54,1.96,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH3B1
15,97805554,SIDM00499,SIDG00807,121,0.61,2.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH3B2
15,97805555,SIDM00499,SIDG00808,1699,7.52,27.32,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH4A1
15,97805556,SIDM00499,SIDG00809,3381,9.99,36.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH5A1
15,97805557,SIDM00499,SIDG00810,11316,27.66,100.49,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH6A1
15,97805558,SIDM00499,SIDG00811,3281,7.75,28.16,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ALDH7A1
15,97805711,SIDM00499,SIDG00978,1912,12.58,45.7,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANGPTL4
15,97805713,SIDM00499,SIDG00980,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANGPTL6
15,97805717,SIDM00499,SIDG00988,201,0.3,1.09,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANK1
15,97805718,SIDM00499,SIDG00989,1062,0.95,3.45,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANK2
15,97805719,SIDM00499,SIDG00990,6660,4.25,15.44,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANK3
15,97805720,SIDM00499,SIDG00991,269,0.76,2.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKAR
15,97805721,SIDM00499,SIDG00992,343,1.11,4.03,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKDD1A
15,97805723,SIDM00499,SIDG00994,1007,2.83,10.28,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKEF1
15,97805724,SIDM00499,SIDG00995,2,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKFN1
15,97805725,SIDM00499,SIDG00996,5793,6.7,24.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKFY1
15,97805726,SIDM00499,SIDG00997,2672,4.02,14.6,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKH
15,97805727,SIDM00499,SIDG00998,950,1.39,5.05,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ANKHD1
